EXPOCODE 3250031_1   WHP-ID P31     CRUISE DATES 012594 TO 021994         20020814WHPOSIODM                                                                                                          *
  STNNBR  CASTNO  SAMPNO  BTLNBR  CTDPRS  CTDTMP  CTDSAL  CTDOXY   THETA  SALNTY  OXYGEN  SILCAT  NITRAT  NITRIT  PHSPHT  TCARBN  ALKALI      PH  PHTEMP  CFC-11  CFC-12         QUALT1         QUALT2
                                    DBAR  ITS-90  PSS-78 UMOL/KG   DEG C  PSS-78 UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG           DEG C PMOL/KG PMOL/KG                             *
                         *******                 ******* *******         ******* ******* ******* ******* ******* ******* ******* ******* *******         ******* *******                             *
       5       1      26      26   804.9  4.7636 34.4677   143.2  4.6992 34.4674   144.7   54.64   33.92    0.00    2.39    -9.0    -9.0  7.5804   25.00  -9.000  -9.000 22222222399299 22222222399299
       5       1      25      25   905.2  4.2922 34.4949   142.1  4.2223 34.4972   141.8   65.97   34.63    0.00    2.46    -9.0  2340.5  7.5670   25.00  -9.000  -9.000 22222222392299 22222222392299
       5       1      24      24  1005.6  3.9124 34.5131   140.5  3.8370 34.5134   141.3   73.42   35.04    0.00    2.48    -9.0    -9.0  7.5593   25.00  -9.000  -9.000 22222222399299 22222222399299
       5       1      23      23  1105.9  3.5801 34.5300   139.8  3.4991 34.5326   141.4   80.72   35.24    0.00    2.51    -9.0  2357.2  7.5633   25.00  -9.000  -9.000 22222222392299 22222222392299
       5       1      22      22  1205.8  3.3843 34.5412   142.2  3.2968 34.5424   143.0   84.85   35.34    0.00    2.52    -9.0    -9.0  7.5634   25.00  -9.000  -9.000 22222222399299 22222222399299
       5       1      21      21  1405.7  2.9417 34.5701   142.3  2.8423 34.5710   144.6   95.66   35.44    0.00    2.53    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       5       1      20      20  1606.3  2.6385 34.5945   145.0  2.5261 34.8035   150.8   83.68   30.08    0.00    2.19    -9.0    -9.0  8.0776   25.00  -9.000  -9.000 32244444499499 32244444499499
       5       1      19      19  1807.0  2.3913 34.6137   150.2  2.2655 34.6151   148.4  109.73   35.54    0.00    2.54    -9.0  2389.9  7.5682   25.00  -9.000  -9.000 22222222392299 22222222392299
       5       1      18      18  2007.2  2.1799 34.6307   151.1  2.0401 34.6324   149.8  115.02   35.48    0.00    2.52    -9.0    -9.0  7.5816   25.00  -9.000  -9.000 22222222399299 22222222399299
       5       1      17      17  2208.1  2.0444 34.6429   151.7  1.8894 34.6439   150.7  119.37   35.43    0.00    2.53    -9.0  2408.0  7.5730   25.00  -9.000  -9.000 22222222392299 22222222392299
       5       1      16      16  2409.7  1.9384 34.6528   154.5  1.7674 34.6545   152.6  122.56   35.28    0.00    2.52    -9.0    -9.0  7.5772   25.00  -9.000  -9.000 22222222399299 22222222399299
       5       1      15      15  2611.7  1.8283 34.6598   158.9  1.6410 34.6611   163.1  122.54   34.92    0.00    2.51    -9.0  2407.9  7.5822   25.00  -9.000  -9.000 22224222392299 22224222392299
       5       1      14      14  2712.4  1.7839 34.6633   161.0  1.5882 34.6654   159.5  123.13   34.67    0.00    2.51    -9.0    -9.0  7.5847   25.00  -9.000  -9.000 22222222399299 22222222399299
       5       1      13      13  2813.1  1.7397 34.6671   161.7  1.5355 34.6676   161.5  123.92   34.62    0.00    2.51    -9.0  2408.0  7.5856   25.00  -9.000  -9.000 22222222392299 22222222392299
       5       1      12      12  2914.2  1.6884 34.6714   164.4  1.4756 34.6733   163.4  124.91   34.61    0.00    2.50  2301.7    -9.0  7.5875   25.00  -9.000  -9.000 22222222329299 22222222329299
       5       1      11      11  3015.1  1.6506 34.6741   166.0  1.4290 34.6746   165.2  125.30   34.51    0.00    2.48  2300.6  2404.9  7.5901   25.00  -9.000  -9.000 22222222322299 22222222322299
       5       1      10      10  3116.1  1.6180 34.6772   166.9  1.3874 34.6774   167.1  125.09   34.36    0.00    2.48  2298.1    -9.0  7.5913   25.00  -9.000  -9.000 22222222329299 22222222329299
       5       1       9       9  3217.3  1.5880 34.6795   169.5  1.3482 34.6813   169.8  124.67   34.21    0.00    2.48  2297.4  2402.9  7.5923   25.00  -9.000  -9.000 22222222322299 22222222322299
       5       1       8       8  3318.6  1.5558 34.6821   170.7  1.3067 34.6818   171.4  124.45   34.05    0.00    2.47  2295.7    -9.0  7.5945   25.00  -9.000  -9.000 22222222329299 22222222329299
       5       1       7       7  3419.7  1.5431 34.6836   171.6  1.2840 34.6840   172.3  124.24   33.95    0.00    2.46  2294.7  2401.8  7.5954   25.00  -9.000  -9.000 22222222322299 22222222322299
       5       1       6       6  3521.2  1.5120 34.6861   174.1  1.2433 34.6867   174.3  124.42   33.75    0.00    2.46  2292.9    -9.0  7.5963   25.00   0.023   0.005 22222222329232 22222222329232
       5       1       5       5  3622.4  1.5000 34.6871   174.0  1.2212 34.6875   175.7  124.61   33.75    0.00    2.46  2286.6  2399.0  7.5981   25.00   0.005  -0.001 22222222322222 22222222322222
       5       1       4       4  3723.6  1.4880 34.6885   177.0  1.1990 34.6898   177.9  124.19   33.64    0.00    2.46  2285.2    -9.0  7.6041   25.00   0.026   0.003 22222222329232 22222222329232
       5       1       3       3  3824.5  1.4790 34.6899   177.7  1.1795 34.6906   177.7  123.17   33.49    0.00    2.46  2285.1  2395.2  7.6045   25.00   0.007   0.002 22222222322222 22222222322222
       5       1       2       2  3925.6  1.4781 34.6904   178.6  1.1678 34.6915   180.3  122.95   33.44    0.00    2.44  2284.4    -9.0  7.6003   25.00  -9.000  -9.000 22224222329299 22224222329299
       5       1       1       1  4031.4  1.4769 34.6916   180.0  1.1552 34.6923   178.1  122.94   33.39    0.00    2.47  2283.9  2397.6  7.6029   25.00   0.013   0.000 22322222322222 22322222322222
       6       1      36      36     3.2 29.6764 36.0423   193.5 29.6756 36.0409   195.1    1.65    0.14    0.00    0.18    -9.0    -9.0 -9.0000   -9.00   1.590   0.866 22222222399922 22222222399922
       6       1      35      35    14.4 29.2361 36.1003   198.4 29.2325 36.0968   197.2    1.44    0.14    0.00    0.17    -9.0    -9.0 -9.0000   -9.00   1.594   0.865 22222222399922 22222222399922
       6       1      34      34    56.1 27.1508 36.2281   204.4 27.1378 36.2291   208.0    1.24    0.14    0.00    0.17    -9.0    -9.0 -9.0000   -9.00   1.770   0.966 22222222399922 22222222399922
       6       1      33      33   106.1 25.3494 36.1094   202.5 25.3260 36.1169   199.8    1.03    0.14    0.00    0.19    -9.0    -9.0 -9.0000   -9.00   1.777   0.938 22222222399922 22222222399922
       6       1      32      32   155.4 23.6719 36.1504   186.8 23.6393 36.1487   182.4    1.01    1.04    0.09    0.31    -9.0    -9.0 -9.0000   -9.00   1.653   0.869 22222222399922 22222222399922
       6       1      31      31   205.8 22.0478 36.0217   180.8 22.0068 36.0281   179.3    1.17    2.45    0.03    0.37    -9.0    -9.0 -9.0000   -9.00   1.853   0.966 22222222399966 22222222399966
       6       1      30      30   305.3 15.9121 35.2300   166.8 15.8637 35.2121   166.1    3.89    9.44    0.00    0.84    -9.0    -9.0 -9.0000   -9.00   1.482   0.752 22222222399922 22222222399922
       6       1      29      29   403.4 10.5235 34.6652   144.0 10.4748 34.6644   142.6   12.83   21.12    0.00    1.61    -9.0    -9.0 -9.0000   -9.00   0.720   0.456 22222222399922 22222222399922
       6       1      28      28   503.3  7.6555 34.4793   142.8  7.6052 34.4775   142.7   22.32   28.08    0.00    2.03    -9.0    -9.0 -9.0000   -9.00   0.266   0.113 22222222399942 22222222399942
       6       1      27      27   603.4  6.2229 34.4369   149.3  6.1688 34.4363   148.3   32.19   30.95    0.00    2.19    -9.0    -9.0 -9.0000   -9.00   0.087   0.034 22222222399922 22222222399922
       6       1      26      26   704.4  5.3271 34.4432   144.5  5.2682 34.4422   147.3   44.07   32.77    0.00    2.31    -9.0    -9.0 -9.0000   -9.00   0.033   0.014 22222222399922 22222222399922
       6       1      25      25   804.3  4.8048 34.4676   136.0  4.7402 34.4687   144.4   55.43   33.63    0.00    2.38    -9.0    -9.0 -9.0000   -9.00   0.027   0.001 22222222399932 22222222399932
       6       1      24      24   904.7  4.3790 34.4893   140.5  4.3086 34.4898   142.3   64.43   34.29    0.00    2.45    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       6       1      23      23  1005.2  3.9851 34.5065   141.6  3.9091 34.5061   142.6   72.17   34.74    0.00    2.48    -9.0    -9.0 -9.0000   -9.00   0.014  -0.002 22222222399922 22222222399922
       6       1      22      22  1104.7  3.7033 34.5225   141.5  3.6213 34.5222   141.6   78.28   35.05    0.00    2.50    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       6       1      21      21  1204.7  3.4375 34.5374   142.9  3.3497 34.5361   142.0   84.23   35.30    0.00    2.52    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       6       1      20      20  1404.1  3.0259 34.5667   140.1  2.9257 34.5659   142.2   94.37   35.55    0.00    2.54    -9.0    -9.0 -9.0000   -9.00   0.022   0.015 22222222399922 22222222399922
       6       1      19      19  1596.4  2.6737 34.5914   147.0  2.5616 34.5906   144.8  102.72   35.60    0.00    2.54    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       6       1      18      18  1784.7  2.4037 34.6104   150.0  2.2796 34.6096   148.3  109.07   35.35    0.00    2.54    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       6       1      17      17  1991.4  2.2217 34.6258   148.9  2.0826 34.6249   150.0  113.92   35.35    0.00    2.54    -9.0    -9.0 -9.0000   -9.00   0.002  -0.002 22222222399922 22222222399922
       6       1      16      16  2199.8  2.0422 34.6403   154.8  1.8880 34.6414   153.3  117.84   35.14    0.00    2.52    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       6       1      15      15  2408.7  1.8900 34.6534   157.4  1.7200 34.6529   155.8  121.59   34.94    0.00    2.53    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       6       1      14      14  2616.9  1.8015 34.6613   161.5  1.6142 34.6626   158.6  123.57   34.84    0.00    2.51    -9.0    -9.0 -9.0000   -9.00   0.011   0.011 22222222399922 22222222399922
       6       1      13      13  2719.9  1.7595 34.6647   162.5  1.5636 34.6649   160.2  124.36   34.74    0.00    2.51    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       6       1      12      12  2822.4  1.7173 34.6681   162.1  1.5127 34.6665   161.7  124.75   34.58    0.00    2.51    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       6       1      11      11  2923.9  1.6659 34.6724   162.2  1.4527 34.6714   163.8  125.15   34.53    0.00    2.50    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       6       1      10      10  3024.9  1.6192 34.6757   166.1  1.3974 34.6753   166.7  125.13   34.33    0.00    2.49    -9.0    -9.0 -9.0000   -9.00   0.006  -0.002 22222222399922 22222222399922
       6       1       9       9  3125.7  1.5782 34.6788   169.0  1.3476 34.6784   169.2  125.32   34.18    0.00    2.49    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       6       1       8       8  3227.7  1.5550 34.6808   170.1  1.3148 34.6802   170.8  125.11   34.03    0.00    2.49    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       6       1       7       7  3329.4  1.5342 34.6831   170.8  1.2844 34.6825   172.1  124.70   33.92    0.00    2.48    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       6       1       6       6  3431.1  1.5117 34.6852   173.3  1.2522 34.6841   173.8  124.49   33.82    0.00    2.48    -9.0    -9.0 -9.0000   -9.00   0.011  -0.001 22222222399932 22222222399932
       6       1       5       5  3532.9  1.4956 34.6867   174.5  1.2262 34.6857   175.5  124.68   33.67    0.00    2.48    -9.0    -9.0 -9.0000   -9.00   0.001  -0.001 22222222399922 22222222399922
       6       1       4       4  3633.8  1.4855 34.6881   176.8  1.2059 34.6872   176.4  124.47   33.62    0.00    2.48    -9.0    -9.0 -9.0000   -9.00   0.010   0.009 22222222399966 22222222399966
       6       1       3       3  3734.9  1.4791 34.6891   177.4  1.1891 34.6878   177.4  124.46   33.52    0.00    2.48    -9.0    -9.0 -9.0000   -9.00   0.006   0.001 22222222399922 22222222399922
       6       1       2       2  3835.6  1.4779 34.6895   178.9  1.1773 34.6894   178.1  123.84   33.47    0.00    2.49    -9.0    -9.0 -9.0000   -9.00   0.004   0.019 22222222399924 22222222399924
       6       1       1       1  3918.5  1.4767 34.6904   180.9  1.1672 34.6915   178.3  123.63   33.47    0.00    2.49    -9.0    -9.0 -9.0000   -9.00   0.007  -0.003 22222222399922 22222222399922
       7       1      36      36     2.5 29.6578 35.9707   194.2 29.6571 35.9661   193.8    1.84    0.13    0.00    0.21    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1      35      35    10.9 29.3869 35.9911   199.0 29.3843 35.9934   195.2    1.45    0.12    0.00    0.20    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1      34      34    55.9 27.2317 36.3083   198.6 27.2187 36.3088   205.1    1.43    0.12    0.00    0.22    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1      33      33   105.6 25.8555 36.4179   199.5 25.8319 36.4189   198.8    1.22    0.12    0.00    0.25    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1      32      32   205.5 21.8813 36.0386   171.0 21.8405 36.0370   172.0    1.38    3.52    0.01    0.47    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1      31      31   305.8 16.0443 35.2501   168.6 15.9956 35.2505   164.8    3.94    9.52    0.01    0.88    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1      30      30   405.5 11.6989 34.7737   147.3 11.6465 34.7767   145.5   10.54   18.48    0.00    1.46    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1      29      29   505.4  8.4120 34.5246   138.4  8.3587 34.5203   137.4   20.84   27.00    0.00    1.99    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1      28      28   605.2  6.6592 34.4475   149.3  6.6030 34.4466   148.2   28.74   30.09    0.00    2.15    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1      27      27   705.6  5.6332 34.4543   137.5  5.5726 34.4549   146.9   42.55   32.32    0.00    2.29    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1      26      26   805.4  4.9248 34.4757   141.6  4.8593 34.4741   142.8   55.09   33.74    0.00    2.40    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1      25      25   906.0  4.4023 34.4989   138.7  4.3316 34.5000   137.8   66.94   34.77    0.00    2.48    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1      24      24  1006.5  3.9967 34.5179   128.3  3.9205 34.5170   136.1   75.12   35.36    0.00    2.52    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1      23      23  1107.1  3.6927 34.5294   138.4  3.6106 34.5276   139.1   80.54   35.52    0.00    2.53    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1      22      22  1207.0  3.4293 34.5423   139.6  3.3414 34.5415   139.9   85.61   35.67    0.00    2.55    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1      21      21  1406.7  2.9955 34.5685   141.3  2.8955 34.5676   142.4   95.64   35.83    0.00    2.56    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1      20      20  1607.2  2.6031 34.5958   144.7  2.4911 34.5945   145.1  105.04   35.64    0.00    2.55    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1      19      19  1806.3  2.3712 34.6137   148.5  2.2456 34.6129   147.5  111.25   35.65    0.00    2.55    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1      18      18  2007.2  2.1756 34.6296   151.9  2.0359 34.6288   150.3  115.97   35.36    0.00    2.55    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1      17      17  2210.1  2.0463 34.6405   154.6  1.8911 34.6400   152.4  119.14   35.32    0.00    2.54    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1      16      16  2413.0  1.9135 34.6519   155.7  1.7426 34.6520   155.5  121.33   35.08    0.00    2.52    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1      15      15  2616.0  1.8331 34.6599   157.6  1.6454 34.6589   156.2  124.74   35.14    0.00    2.53    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1      14      14  2819.6  1.7501 34.6664   160.5  1.5451 34.6667   159.7  125.14   34.90    0.00    2.52    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1      13      13  2921.6  1.7027 34.6702   162.3  1.4890 34.6687   162.3  125.34   34.76    0.00    2.51    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1      12      12  3023.7  1.6573 34.6738   164.8  1.4347 34.6728   164.5  126.15   34.63    0.00    2.52    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1      11      11  3125.5  1.6137 34.6771   167.1  1.3823 34.6762   167.1  125.74   34.34    0.00    2.50    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1      10      10  3227.4  1.5843 34.6795   168.9  1.3435 34.6773   168.4  126.35   34.30    0.00    2.50    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1       9       9  3328.5  1.5456 34.6825   171.0  1.2956 34.6795   171.7  125.54   34.21    0.00    2.49    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22232222399999 22232222399999
       7       1       8       8  3428.8  1.5165 34.6847   173.6  1.2572 34.6834   173.7  124.73   34.12    0.00    2.48    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1       7       7  3528.7  1.4921 34.6864   174.6  1.2232 34.6850   175.8  124.53   33.83    0.00    2.49    -9.0    -9.0 -9.0000   -9.00  -9.000  -9.000 22222222399999 22222222399999
       7       1       6       6  3628.1  1.4820 34.6875   175.8  1.2031 34.6868   176.6  124.53   33.79    0.00    2.48    -9.0    -9.0 -9.0000   -9.00   0.000  -0.002 22222222399922 22222222399922
       7       1       5       5  3728.0  1.4850 34.6880   176.0  1.1956 34.6874   177.1  124.33   33.80    0.00    2.48    -9.0    -9.0 -9.0000   -9.00   0.009   0.008 22222222399922 22222222399922
       7       1       4       4  3828.8  1.4861 34.6888   175.9  1.1860 34.6880   177.3  124.53   33.66    0.00    2.48    -9.0    -9.0 -9.0000   -9.00   0.002   0.007 22222222399944 22222222399944
       7       1       3       3  3930.5  1.4812 34.6896   178.3  1.1703 34.6890   178.6  124.33   33.62    0.00    2.48    -9.0    -9.0 -9.0000   -9.00   0.008   0.003 22222222399932 22222222399932
       7       1       2       2  4032.4  1.4740 34.6907   178.9  1.1523 34.6901   179.4  123.72   33.58    0.00    2.48    -9.0    -9.0 -9.0000   -9.00   0.006   0.002 22222222399922 22222222399922
       7       1       1       1  4179.8  1.4762 34.6917   181.4  1.1382 34.6913   179.6  123.72   33.54    0.00    2.48    -9.0    -9.0 -9.0000   -9.00   0.014   0.000 22222222399942 22222222399942
       8       1      36      36     2.0 29.2962 36.0155   190.7 29.2957 36.0151   198.0    2.00    0.14    0.00    0.20    -9.0    -9.0 -9.0000   -9.00   1.570   0.848 22222222399922 22222222399922
       8       1      35      35    16.0 29.2771 36.0415   200.1 29.2732 36.0407   197.8    1.60    0.14    0.00    0.19    -9.0    -9.0 -9.0000   -9.00   1.591   0.850 22222222399922 22222222399922
       8       1      34      34    56.1 27.5201 36.1643   202.8 27.5070 36.1647   206.1    1.39    0.14    0.00    0.18    -9.0    -9.0 -9.0000   -9.00   1.665   0.870 22222222399922 22222222399922
       8       1      33      33   105.9 25.2258 36.2896   192.7 25.2026 36.2865   193.5    1.18    0.13    0.01    0.26    -9.0    -9.0 -9.0000   -9.00   1.751   0.913 22222222399922 22222222399922
       8       1      32      32   206.0 20.8559 35.8848   162.1 20.8165 35.8825   171.0    1.52    4.38    0.01    0.51    -9.0    -9.0 -9.0000   -9.00   1.758   0.893 22222222399966 22222222399966
       8       1      31      31   305.7 16.3347 35.2909   165.7 16.2854 35.2814   165.6    3.71    9.22    0.00    0.83    -9.0    -9.0 -9.0000   -9.00   1.521   0.751 22222222399922 22222222399922
       8       1      30      30   405.8 11.0595 34.7171   134.8 11.0090 34.7220   134.7   12.88   20.70    0.00    1.61    -9.0    -9.0 -9.0000   -9.00   0.675   0.327 22222222399922 22222222399922
       8       1      29      29   504.9  8.3263 34.5368   130.8  8.2733 34.5354   130.9   22.80   27.70    0.00    2.02    -9.0    -9.0 -9.0000   -9.00   0.219   0.110 22222222399922 22222222399922
       8       1      28      28   605.0  6.5837 34.4559   147.3  6.5278 34.4545   148.8   31.07   30.49    0.00    2.16    -9.0    -9.0 -9.0000   -9.00   0.115   0.037 22222222399942 22222222399942
       8       1      27      27   804.9  5.0780 34.4663   144.4  5.0117 34.4666   145.1   51.51   33.44    0.00    2.36    -9.0    -9.0 -9.0000   -9.00   0.013   0.002 22222222399922 22222222399922
